0	0	824.264	351.51	796.569	379.996
1	0	796.569	379.996	792.784	332.636
2	0	792.784	332.636	632.181	501.93
3	0	632.181	501.93	640.113	525.33
4	0	640.113	525.33	775.663	409.03
5	0	775.663	409.03	791.279	393.721
6	0	791.279	393.721	808.357	374.708
7	0	808.357	374.708	775.553	331.378
8	0	775.553	331.378	739.951	334.165
9	0	739.951	334.165	721.145	342.424
10	0	721.145	342.424	711.33	379.723
11	0	711.33	379.723	733.872	384.395
12	0	733.872	384.395	736.685	422.665
13	0	736.685	422.665	776.087	432.28
14	0	776.087	432.28	771.736	425.558
15	0	771.736	425.558	771.28	388.615
16	0	771.28	388.615	793.759	397.802
17	0	793.759	397.802	770.313	407.531
18	0	770.313	407.531	747.225	461.01
19	0	747.225	461.01	769.563	442.432
20	0	769.563	442.432	760.516	402.066
21	0	760.516	402.066	814.606	369.532
22	0	814.606	369.532	827.585	314.027
23	0	827.585	314.027	801.098	312.957
24	0	801.098	312.957	812.495	357.792
25	0	812.495	357.792	781.003	425.984
26	0	781.003	425.984	775.129	300.402
27	0	775.129	300.402	742.052	353.324
28	0	742.052	353.324	794.48	413.319
29	0	794.48	413.319	727.456	332.734
30	0	727.456	332.734	774.059	329.419
31	0	774.059	329.419	781.311	438.908
32	0	781.311	438.908	801.483	310.119
33	0	801.483	310.119	782.045	395.131
34	0	782.045	395.131	803.898	374.11
35	0	803.898	374.11	783.974	309.556
36	0	783.974	309.556	792.247	331.193
37	0	792.247	331.193	780.526	308.402
38	0	780.526	308.402	752.401	349.06
39	0	752.401	349.06	783.24	333.059
40	0	783.24	333.059	746.845	312.605
41	0	746.845	312.605	746.398	335.87
42	0	746.398	335.87	795.416	313.226
43	0	795.416	313.226	751.802	296.744
44	0	751.802	296.744	747.945	328.801
45	0	747.945	328.801	788.644	381.226
46	0	788.644	381.226	803.037	331.128
47	0	803.037	331.128	782.161	333.846
48	0	782.161	333.846	793.66	392.372
49	0	793.66	392.372	765.034	425.922
50	0	765.034	425.922	791.471	388.285
51	0	791.471	388.285	754.436	360.647
52	0	754.436	360.647	783.734	344.066
53	0	783.734	344.066	756.726	374.219
54	0	756.726	374.219	783.915	326.159
55	0	783.915	326.159	797.297	395.895
56	0	797.297	395.895	813.096	362.753
57	0	813.096	362.753	805.09	323.818
58	0	805.09	323.818	782.518	325.499
59	0	782.518	325.499	816.204	345.399
60	0	816.204	345.399	826.651	342.509
61	0	826.651	342.509	793.289	372.105
62	0	793.289	372.105	803.479	363.177
63	0	803.479	363.177	786.47	377.98
64	0	786.47	377.98	781.186	416.034
65	0	781.186	416.034	769.631	418.102
66	0	769.631	418.102	766.616	448.765
67	0	766.616	448.765	783.99	393.867
68	0	783.99	393.867	775.287	364.511
69	0	775.287	364.511	754.205	375.876
70	0	754.205	375.876	739.02	382.838
71	0	739.02	382.838	731.366	367.003
72	0	731.366	367.003	700.723	405.792
73	0	700.723	405.792	689.256	408.699
74	0	689.256	408.699	694.142	408.754
75	0	694.142	408.754	714.148	390.3
76	0	714.148	390.3	718.319	423.109
77	0	718.319	423.109	713.002	399.426
78	0	713.002	399.426	737.068	375.762
79	0	737.068	375.762	723.957	368.53
80	0	723.957	368.53	689.464	408.083
81	0	689.464	408.083	696.548	400.751
82	0	696.548	400.751	733.378	353.422
83	0	733.378	353.422	732.263	368.209
84	0	732.263	368.209	712.416	375.341
85	0	712.416	375.341	748.135	418.84
86	0	748.135	418.84	682.946	418.54
87	0	682.946	418.54	744.267	370.721
88	0	744.267	370.721	704.954	381.917
89	0	704.954	381.917	669.299	417.82
90	0	669.299	417.82	682.435	426.506
91	0	682.435	426.506	746.459	446.949
92	0	746.459	446.949	715.139	440.691
93	0	715.139	440.691	702.134	427.182
94	0	702.134	427.182	707.722	401.75
95	0	707.722	401.75	744.313	381.201
96	0	744.313	381.201	732.241	446.928
97	0	732.241	446.928	701.138	440.588
98	0	701.138	440.588	710.208	458.23
99	0	710.208	458.23	651.907	427.729
100	0	651.907	427.729	689.883	411.058
101	0	689.883	411.058	711.722	417.198
102	0	711.722	417.198	734.981	429.201
103	0	734.981	429.201	728.357	441.803
104	0	728.357	441.803	690.935	444.847
105	0	690.935	444.847	695.246	401.312
106	0	695.246	401.312	697.814	398.201
107	0	697.814	398.201	730.338	458.593
108	0	730.338	458.593	719.608	441.825
109	0	719.608	441.825	730.779	378.72
110	0	730.779	378.72	741.41	385.926
111	1	644.095	268.262	627.265	268.987
112	1	627.265	268.987	636.43	263.829
113	1	636.43	263.829	626.278	266.866
114	1	626.278	266.866	640.834	261.521
115	1	640.834	261.521	622.436	268.092
116	1	622.436	268.092	637.04	292.881
117	1	637.04	292.881	638.032	275.575
118	1	638.032	275.575	607.723	245.295
119	1	607.723	245.295	587.191	180.328
120	1	587.191	180.328	597.191	176.987
121	1	597.191	176.987	597.901	207.257
122	1	597.901	207.257	617.114	264.147
123	1	617.114	264.147	571.085	231.59
124	1	571.085	231.59	555.859	244.06
125	1	555.859	244.06	568.829	259.319
126	1	568.829	259.319	540.778	264.326
127	1	540.778	264.326	537.898	274.172
128	1	537.898	274.172	541.182	298.04
129	1	541.182	298.04	566.497	310.679
130	1	566.497	310.679	576.666	276.977
131	1	576.666	276.977	547.035	287.292
132	1	547.035	287.292	616.037	276.864
133	1	616.037	276.864	587.421	310.56
134	1	587.421	310.56	555.494	318.931
135	1	555.494	318.931	550.427	320.946
136	1	550.427	320.946	712.253	390.338
137	1	712.253	390.338	593.13	189.918
138	1	593.13	189.918	571.133	202.835
139	1	571.133	202.835	576.103	187.821
140	1	576.103	187.821	597.366	186.39
141	1	597.366	186.39	588.499	183.972
142	1	588.499	183.972	566.177	206.837
143	1	566.177	206.837	566.067	291.34
144	1	566.067	291.34	554.038	299.308
145	1	554.038	299.308	570.444	311.21
146	1	570.444	311.21	595.371	366.227
147	1	595.371	366.227	613.669	318.441
148	1	613.669	318.441	593.82	333.374
149	1	593.82	333.374	484.673	274.261
150	1	484.673	274.261	567.003	188.619
151	1	567.003	188.619	570.096	166.838
152	1	570.096	166.838	597.904	125.579
153	1	597.904	125.579	620.74	134.132
154	1	620.74	134.132	599.404	197.896
155	1	599.404	197.896	595.869	184.279
156	1	595.869	184.279	733.146	285.419
157	1	733.146	285.419	796.791	400.113
158	1	796.791	400.113	821.852	367.091
159	1	821.852	367.091	802.283	215.535
160	1	802.283	215.535	776.9	203.279
161	1	776.9	203.279	653.754	274.108
162	1	653.754	274.108	670.281	280.655
163	1	670.281	280.655	597.1	313.5
164	1	597.1	313.5	555.727	264.48
165	1	555.727	264.48	576.781	247.762
166	1	576.781	247.762	557.827	236.143
167	1	557.827	236.143	579.935	186.136
168	1	579.935	186.136	590.218	213.609
169	1	590.218	213.609	689.343	270.553
170	1	689.343	270.553	531.123	298.167
171	1	531.123	298.167	579.965	361.108
172	1	579.965	361.108	692.343	286.938
